DSSGraph Plot Output, Caption=(L-N Voltage Profile), X=(Distance (km)), Y=(p.u. Voltage)
X1, Y1, X2, Y2, RGBColor, Width, StyleCode
3.9266723, 1.034431, 4.0141435, 1.0341418, 16711680, 2, 1
4.0141435, 1.0341418, 4.1646393, 1.0341262, 16711680, 2, 1
4.1646393, 1.0341262, 4.2911857, 1.0341204, 16711680, 2, 1
4.0141435, 1.0341418, 4.388621, 1.0325094, 16711680, 2, 1
4.388621, 1.0325094, 4.4509542, 1.03224, 16711680, 2, 1
4.4509542, 1.03224, 4.5615197, 1.0317532, 16711680, 2, 1
4.5615197, 1.0317532, 4.7937083, 1.030731, 16711680, 2, 1
4.7937083, 1.030731, 4.9158551, 1.0301994, 16711680, 2, 1
4.9158551, 1.0301994, 4.9707787, 1.0299759, 16711680, 2, 1
4.9707787, 1.0299759, 5.0382752, 1.0297065, 16711680, 2, 1
5.0382752, 1.0297065, 5.0979165, 1.029538, 16711680, 2, 1
5.0979165, 1.029538, 5.2060963, 1.0292386, 16711680, 2, 1
5.2060963, 1.0292386, 5.2831362, 1.0292373, 16711680, 2, 1
4.7937083, 1.030731, 4.8926272, 1.0307259, 16711680, 2, 1
3.6125359, 1.0355028, 3.693394, 1.0354907, 16711680, 2, 1
3.693394, 1.0354907, 3.7671262, 1.0354796, 16711680, 2, 1
2.3246243, 1.0417205, 2.3647967, 1.0417018, 16711680, 2, 1
2.3647967, 1.0417018, 2.4535048, 1.0416752, 16711680, 2, 1
2.4535048, 1.0416752, 2.5343568, 1.0416597, 16711680, 2, 1
2.5343568, 1.0416597, 2.7888659, 1.0416386, 16711680, 2, 1
0.61746288, 1.0433078, 0.69286765, 1.042685, 0, 2, 1
0.61746288, 1.047735, 0.69286765, 1.0473429, 255, 2, 1
0.61746288, 1.0518164, 0.69286765, 1.0520367, 16711680, 2, 1
0.69286765, 1.042685, 0.75946741, 1.0421349, 0, 2, 1
0.69286765, 1.0473429, 0.75946741, 1.0469968, 255, 2, 1
0.69286765, 1.0520367, 0.75946741, 1.0522313, 16711680, 2, 1
0.75946741, 1.0421349, 0.81471034, 1.0416813, 0, 2, 1
0.75946741, 1.0469968, 0.81471034, 1.0467078, 255, 2, 1
0.75946741, 1.0522313, 0.81471034, 1.0523934, 16711680, 2, 1
0.81471034, 1.0416813, 0.87382604, 1.0411959, 0, 2, 1
0.81471034, 1.0467078, 0.87382604, 1.0463986, 255, 2, 1
0.81471034, 1.0523934, 0.87382604, 1.052567, 16711680, 2, 1
0.87382604, 1.052567, 0.94915233, 1.0525638, 16711680, 2, 1
0.94915233, 1.0525638, 1.0116794, 1.0525612, 16711680, 2, 1
0.87382604, 1.0411959, 0.98103621, 1.0403149, 0, 2, 1
0.87382604, 1.0463986, 0.98103621, 1.0458385, 255, 2, 1
0.87382604, 1.052567, 0.98103621, 1.0528829, 16711680, 2, 1
0.98103621, 1.0403149, 1.1053899, 1.039293, 0, 2, 1
0.98103621, 1.0458385, 1.1053899, 1.0451893, 255, 2, 1
0.98103621, 1.0528829, 1.1053899, 1.0532496, 16711680, 2, 1
1.1053899, 1.039293, 1.1888798, 1.0386123, 0, 2, 1
1.1053899, 1.0451893, 1.1888798, 1.0447494, 255, 2, 1
1.1053899, 1.0532496, 1.1888798, 1.0534976, 16711680, 2, 1
1.1888798, 1.0386123, 1.2560794, 1.0380671, 0, 2, 1
1.1888798, 1.0447494, 1.2560794, 1.0443933, 255, 2, 1
1.1888798, 1.0534976, 1.2560794, 1.053698, 16711680, 2, 1
1.2560794, 1.0380671, 1.2982532, 1.0377249, 0, 2, 1
1.2560794, 1.0443933, 1.2982532, 1.04417, 255, 2, 1
1.2560794, 1.053698, 1.2982532, 1.0538238, 16711680, 2, 1
1.2982532, 1.0377249, 1.348394, 1.037318, 0, 2, 1
1.2982532, 1.04417, 1.348394, 1.0439045, 255, 2, 1
1.2982532, 1.0538238, 1.348394, 1.0539735, 16711680, 2, 1
1.348394, 1.037318, 1.5088039, 1.0372582, 0, 2, 1
1.348394, 1.0439045, 1.5088039, 1.0437276, 255, 2, 1
1.348394, 1.0539735, 1.5088039, 1.0541007, 16711680, 2, 1
1.5088039, 1.0372582, 1.6011272, 1.0372519, 0, 2, 1
1.5088039, 1.0437276, 1.6011272, 1.0437177, 255, 2, 1
1.5088039, 1.0541007, 1.6011272, 1.0540943, 16711680, 2, 1
1.6011272, 1.0372519, 1.6758909, 1.0372435, 0, 2, 1
1.6011272, 1.0437177, 1.6758909, 1.0437052, 255, 2, 1
1.6011272, 1.0540943, 1.6758909, 1.0540802, 16711680, 2, 1
1.6758909, 1.0372435, 1.8165453, 1.0372283, 0, 2, 1
1.6758909, 1.0437052, 1.8165453, 1.0436869, 255, 2, 1
1.6758909, 1.0540802, 1.8165453, 1.0540609, 16711680, 2, 1
1.8165453, 1.0372283, 1.9321514, 1.0372179, 0, 2, 1
1.8165453, 1.0436869, 1.9321514, 1.0436712, 255, 2, 1
1.8165453, 1.0540609, 1.9321514, 1.0540452, 16711680, 2, 1
1.9321514, 1.0372179, 1.9976559, 1.037212, 0, 2, 1
1.9321514, 1.0436712, 1.9976559, 1.0436623, 255, 2, 1
1.9321514, 1.0540452, 1.9976559, 1.0540362, 16711680, 2, 1
1.9976559, 1.037212, 2.003495, 1.0372118, 0, 2, 1
1.9976559, 1.0436623, 2.003495, 1.0436619, 255, 2, 1
1.9976559, 1.0540362, 2.003495, 1.0540358, 16711680, 2, 1
2.003495, 1.0372118, 2.007387, 1.0372116, 0, 2, 1
2.003495, 1.0436619, 2.007387, 1.0436616, 255, 2, 1
2.003495, 1.0540358, 2.007387, 1.0540354, 16711680, 2, 1
2.007387, 1.0372116, 2.0555676, 1.0372095, 0, 2, 1
2.007387, 1.0436616, 2.0555676, 1.0436585, 255, 2, 1
2.007387, 1.0540354, 2.0555676, 1.0540315, 16711680, 2, 1
1.6758909, 1.0437052, 1.7123618, 1.0437034, 255, 2, 1
1.5088039, 1.0372582, 1.5778938, 1.0372345, 0, 2, 1
1.5088039, 1.0437276, 1.5778938, 1.043655, 255, 2, 1
1.5088039, 1.0541007, 1.5778938, 1.0541571, 16711680, 2, 1
1.5778938, 1.0372345, 1.5830402, 1.0372328, 0, 2, 1
1.5778938, 1.043655, 1.5830402, 1.0436496, 255, 2, 1
1.5778938, 1.0541571, 1.5830402, 1.0541613, 16711680, 2, 1
1.5830402, 1.0372328, 1.6441138, 1.0372316, 0, 2, 1
1.5830402, 1.0436496, 1.6441138, 1.0436477, 255, 2, 1
1.5830402, 1.0541613, 1.6441138, 1.0541615, 16711680, 2, 1
1.6441138, 1.0372316, 1.7105927, 1.0372302, 0, 2, 1
1.6441138, 1.0436477, 1.7105927, 1.0436457, 255, 2, 1
1.6441138, 1.0541615, 1.7105927, 1.0541617, 16711680, 2, 1
1.7105927, 1.0372302, 1.8726632, 1.037227, 0, 2, 1
1.7105927, 1.0436457, 1.8726632, 1.0436406, 255, 2, 1
1.7105927, 1.0541617, 1.8726632, 1.0541621, 16711680, 2, 1
1.8726632, 1.037227, 1.8769982, 1.0372269, 0, 2, 1
1.8726632, 1.0436406, 1.8769982, 1.0436403, 255, 2, 1
1.8726632, 1.0541621, 1.8769982, 1.0541621, 16711680, 2, 1
1.8769982, 1.0372269, 1.9337417, 1.0372252, 0, 2, 1
1.8769982, 1.0436403, 1.9337417, 1.0436363, 255, 2, 1
1.8769982, 1.0541621, 1.9337417, 1.0541619, 16711680, 2, 1
1.8726632, 1.037227, 1.9351946, 1.0372276, 0, 2, 1
1.8726632, 1.0436406, 1.9351946, 1.0436403, 255, 2, 1
1.8726632, 1.0541621, 1.9351946, 1.0541613, 16711680, 2, 1
1.9351946, 1.0372276, 2.0263551, 1.0372276, 0, 2, 1
1.9351946, 1.0436403, 2.0263551, 1.0436404, 255, 2, 1
1.9351946, 1.0541613, 2.0263551, 1.0541613, 16711680, 2, 1
2.0263551, 1.0372276, 2.2006909, 1.0372276, 0, 2, 1
2.0263551, 1.0436404, 2.2006909, 1.0436404, 255, 2, 1
2.0263551, 1.0541613, 2.2006909, 1.0541614, 16711680, 2, 1
1.5830402, 1.0436496, 1.5869563, 1.043638, 255, 2, 1
1.5869563, 1.043638, 1.6195237, 1.0435414, 255, 2, 1
1.6195237, 1.0435414, 1.7420562, 1.0430522, 255, 2, 1
1.7420562, 1.0430522, 1.8471764, 1.0426326, 255, 2, 1
1.8471764, 1.0426326, 1.937968, 1.0422734, 255, 2, 1
1.937968, 1.0422734, 2.057872, 1.041945, 255, 2, 1
2.057872, 1.041945, 2.178963, 1.0416134, 255, 2, 1
2.178963, 1.0416134, 2.3336985, 1.0416052, 255, 2, 1
2.3336985, 1.0416052, 2.4911559, 1.0415967, 255, 2, 1
2.4911559, 1.0415967, 2.4950059, 1.0415965, 255, 2, 1
2.4950059, 1.0415965, 2.6103548, 1.0415943, 255, 2, 1
2.4950059, 1.0415965, 2.5035318, 1.0415962, 255, 2, 1
2.5035318, 1.0415962, 2.7067132, 1.0415891, 255, 2, 1
2.178963, 1.0416134, 2.3849711, 1.0410601, 255, 2, 1
2.3849711, 1.0410601, 2.4652382, 1.0408445, 255, 2, 1
1.6195237, 1.0435414, 1.622227, 1.0435409, 255, 2, 1
1.622227, 1.0435409, 1.6953323, 1.0435396, 255, 2, 1
1.348394, 1.037318, 1.6058384, 1.0353252, 0, 2, 1
1.348394, 1.0439045, 1.6058384, 1.0428259, 255, 2, 1
1.348394, 1.0539735, 1.6058384, 1.0545381, 16711680, 2, 1
1.6058384, 1.0353252, 1.913453, 1.0329439, 0, 2, 1
1.6058384, 1.0428259, 1.913453, 1.0415384, 255, 2, 1
1.6058384, 1.0545381, 1.913453, 1.0552141, 16711680, 2, 1
1.913453, 1.0329439, 1.9546212, 1.0326222, 0, 2, 1
1.913453, 1.0415384, 1.9546212, 1.0413678, 255, 2, 1
1.913453, 1.0552141, 1.9546212, 1.0553088, 16711680, 2, 1
1.9546212, 1.0326222, 2.0597094, 1.0318086, 0, 2, 1
1.9546212, 1.0413678, 2.0597094, 1.0409265, 255, 2, 1
1.9546212, 1.0553088, 2.0597094, 1.0555529, 16711680, 2, 1
2.0597094, 1.0318086, 2.1011106, 1.0314883, 0, 2, 1
2.0597094, 1.0409265, 2.1011106, 1.0407534, 255, 2, 1
2.0597094, 1.0555529, 2.1011106, 1.0556485, 16711680, 2, 1
2.1011106, 1.0314883, 2.111373, 1.0314841, 0, 2, 1
2.111373, 1.0314841, 2.1155436, 1.0314831, 0, 2, 1
2.1155436, 1.0314831, 2.1709909, 1.0314697, 0, 2, 1
2.1709909, 1.0314697, 2.2304739, 1.0314646, 0, 2, 1
2.2304739, 1.0314646, 2.2917967, 1.0314646, 0, 2, 1
2.2304739, 1.0314646, 2.3117736, 1.0314605, 0, 2, 1
2.2304739, 1.0314646, 2.2814228, 1.0314626, 0, 2, 1
2.111373, 1.0314841, 2.1709544, 1.0314742, 0, 2, 1
2.1709544, 1.0314742, 2.2718653, 1.0314659, 0, 2, 1
2.2718653, 1.0314659, 2.2886847, 1.031465, 0, 2, 1
2.2886847, 1.031465, 2.3880867, 1.0314595, 0, 2, 1
2.3880867, 1.0314595, 2.4570383, 1.0314557, 0, 2, 1
2.3880867, 1.0314595, 2.4913875, 1.0314596, 0, 2, 1
2.4913875, 1.0314596, 2.5566493, 1.0314596, 0, 2, 1
2.4913875, 1.0314596, 2.6033997, 1.0314596, 0, 2, 1
2.2718653, 1.0314659, 2.3409425, 1.031464, 0, 2, 1
2.1011106, 1.0314883, 2.110458, 1.0314169, 0, 2, 1
2.1011106, 1.0407534, 2.110458, 1.0407136, 255, 2, 1
2.1011106, 1.0556485, 2.110458, 1.0556704, 16711680, 2, 1
2.110458, 1.0314169, 2.1781048, 1.0309005, 0, 2, 1
2.110458, 1.0407136, 2.1781048, 1.0404255, 255, 2, 1
2.110458, 1.0556704, 2.1781048, 1.0558285, 16711680, 2, 1
2.1781048, 1.0309005, 2.2126694, 1.0306372, 0, 2, 1
2.1781048, 1.0404255, 2.2126694, 1.040278, 255, 2, 1
2.1781048, 1.0558285, 2.2126694, 1.0559095, 16711680, 2, 1
2.2126694, 1.0306372, 2.3095031, 1.0299044, 0, 2, 1
2.2126694, 1.040278, 2.3095031, 1.0398608, 255, 2, 1
2.2126694, 1.0559095, 2.3095031, 1.056138, 16711680, 2, 1
2.3095031, 1.0299044, 2.3624616, 1.029504, 0, 2, 1
2.3095031, 1.0398608, 2.3624616, 1.0396324, 255, 2, 1
2.3095031, 1.056138, 2.3624616, 1.0562631, 16711680, 2, 1
2.3624616, 1.029504, 2.3634616, 1.0294896, 0, 2, 1
2.3624616, 1.0396324, 2.3634616, 1.0396157, 255, 2, 1
2.3624616, 1.0562631, 2.3634616, 1.0562633, 16711680, 2, 1
2.3634616, 1.0294896, 2.3737794, 1.0294116, 0, 2, 1
2.3634616, 1.0396157, 2.3737794, 1.0395712, 255, 2, 1
2.3634616, 1.0562633, 2.3737794, 1.0562876, 16711680, 2, 1
2.3737794, 1.0294116, 2.4075391, 1.0291564, 0, 2, 1
2.3737794, 1.0395712, 2.4075391, 1.0394257, 255, 2, 1
2.3737794, 1.0562876, 2.4075391, 1.0563674, 16711680, 2, 1
2.4075391, 1.0291564, 2.4127861, 1.0291168, 0, 2, 1
2.4075391, 1.0394257, 2.4127861, 1.039403, 255, 2, 1
2.4075391, 1.0563674, 2.4127861, 1.0563798, 16711680, 2, 1
2.4127861, 1.0291168, 2.4805588, 1.0286038, 0, 2, 1
2.4127861, 1.039403, 2.4805588, 1.0391112, 255, 2, 1
2.4127861, 1.0563798, 2.4805588, 1.056541, 16711680, 2, 1
2.4805588, 1.0286038, 2.5221179, 1.0282895, 0, 2, 1
2.4805588, 1.0391112, 2.5221179, 1.0389321, 255, 2, 1
2.4805588, 1.056541, 2.5221179, 1.0566399, 16711680, 2, 1
2.5221179, 1.0566399, 2.5283669, 1.0566392, 16711680, 2, 1
2.5283669, 1.0566392, 2.5408206, 1.0566378, 16711680, 2, 1
2.5408206, 1.0566378, 2.6302927, 1.0566325, 16711680, 2, 1
2.6302927, 1.0566325, 2.6844588, 1.0566316, 16711680, 2, 1
2.5221179, 1.0282895, 2.5532513, 1.0280534, 0, 2, 1
2.5221179, 1.0389321, 2.5532513, 1.0387982, 255, 2, 1
2.5221179, 1.0566399, 2.5532513, 1.0567149, 16711680, 2, 1
2.5532513, 1.0280534, 2.5542513, 1.028039, 0, 2, 1
2.5532513, 1.0387982, 2.5542513, 1.0387815, 255, 2, 1
2.5532513, 1.0567149, 2.5542513, 1.0567152, 16711680, 2, 1
2.5542513, 1.028039, 2.5552513, 1.0280246, 0, 2, 1
2.5542513, 1.0387815, 2.5552513, 1.0387648, 255, 2, 1
2.5542513, 1.0567152, 2.5552513, 1.0567155, 16711680, 2, 1
2.5552513, 1.0280246, 2.5605108, 1.0279847, 0, 2, 1
2.5552513, 1.0387648, 2.5605108, 1.0387422, 255, 2, 1
2.5552513, 1.0567155, 2.5605108, 1.0567282, 16711680, 2, 1
2.5605108, 1.0279847, 2.6002592, 1.0275968, 0, 2, 1
2.5605108, 1.0387422, 2.6002592, 1.0384842, 255, 2, 1
2.5605108, 1.0567282, 2.6002592, 1.0567326, 16711680, 2, 1
2.6002592, 1.0275968, 2.6976548, 1.0266463, 0, 2, 1
2.6002592, 1.0384842, 2.6976548, 1.0378522, 255, 2, 1
2.6002592, 1.0567326, 2.6976548, 1.0567436, 16711680, 2, 1
2.6976548, 1.0266463, 2.7489952, 1.026092, 0, 2, 1
2.6976548, 1.0378522, 2.7489952, 1.037532, 255, 2, 1
2.6976548, 1.0567436, 2.7489952, 1.0567913, 16711680, 2, 1
2.7489952, 1.026092, 2.8283641, 1.0260783, 0, 2, 1
2.8283641, 1.0260783, 2.9769886, 1.0260676, 0, 2, 1
2.7489952, 1.026092, 2.8236884, 1.0254279, 0, 2, 1
2.7489952, 1.037532, 2.8236884, 1.0371494, 255, 2, 1
2.7489952, 1.0567913, 2.8236884, 1.0571563, 16711680, 2, 1
2.8236884, 1.0254279, 2.8839539, 1.0248921, 0, 2, 1
2.8236884, 1.0371494, 2.8839539, 1.0368408, 255, 2, 1
2.8236884, 1.0571563, 2.8839539, 1.0574519, 16711680, 2, 1
2.8839539, 1.0248921, 2.89781, 1.024769, 0, 2, 1
2.8839539, 1.0368408, 2.89781, 1.0367699, 255, 2, 1
2.8839539, 1.0574519, 2.89781, 1.0575199, 16711680, 2, 1
2.89781, 1.024769, 2.9039509, 1.0247144, 0, 2, 1
2.89781, 1.0367699, 2.9039509, 1.0367384, 255, 2, 1
2.89781, 1.0575199, 2.9039509, 1.05755, 16711680, 2, 1
2.9039509, 1.0247144, 2.9049509, 1.0247091, 0, 2, 1
2.9039509, 1.0367384, 2.9049509, 1.0367265, 255, 2, 1
2.9039509, 1.05755, 2.9049509, 1.0575642, 16711680, 2, 1
2.9049509, 1.0247091, 2.9190786, 1.0245836, 0, 2, 1
2.9049509, 1.0367265, 2.9190786, 1.0366542, 255, 2, 1
2.9049509, 1.0575642, 2.9190786, 1.0576336, 16711680, 2, 1
2.9190786, 1.0245836, 2.9771067, 1.0240678, 0, 2, 1
2.9190786, 1.0366542, 2.9771067, 1.0363572, 255, 2, 1
2.9190786, 1.0576336, 2.9771067, 1.0579196, 16711680, 2, 1
2.9771067, 1.0240678, 3.027687, 1.0236194, 0, 2, 1
2.9771067, 1.0363572, 3.027687, 1.0360976, 255, 2, 1
2.9771067, 1.0579196, 3.027687, 1.0581695, 16711680, 2, 1
3.027687, 1.0236194, 3.0948388, 1.0230236, 0, 2, 1
3.027687, 1.0360976, 3.0948388, 1.0357535, 255, 2, 1
3.027687, 1.0581695, 3.0948388, 1.0585031, 16711680, 2, 1
3.0948388, 1.0230236, 3.156389, 1.0224789, 0, 2, 1
3.0948388, 1.0357535, 3.156389, 1.0354373, 255, 2, 1
3.0948388, 1.0585031, 3.156389, 1.0588097, 16711680, 2, 1
3.156389, 1.0224789, 3.2269263, 1.021855, 0, 2, 1
3.156389, 1.0354373, 3.2269263, 1.035075, 255, 2, 1
3.156389, 1.0588097, 3.2269263, 1.0591617, 16711680, 2, 1
3.2269263, 1.021855, 3.2808877, 1.0213781, 0, 2, 1
3.2269263, 1.035075, 3.2808877, 1.0347978, 255, 2, 1
3.2269263, 1.0591617, 3.2808877, 1.0594315, 16711680, 2, 1
3.2808877, 1.0213781, 3.3107376, 1.0211144, 0, 2, 1
3.2808877, 1.0347978, 3.3107376, 1.0346444, 255, 2, 1
3.2808877, 1.0594315, 3.3107376, 1.059581, 16711680, 2, 1
3.3107376, 1.059581, 3.3166772, 1.0595808, 16711680, 2, 1
3.3166772, 1.0595808, 3.3781087, 1.0595791, 16711680, 2, 1
3.3107376, 1.0211144, 3.3488903, 1.0207773, 0, 2, 1
3.3107376, 1.0346444, 3.3488903, 1.0344485, 255, 2, 1
3.3107376, 1.059581, 3.3488903, 1.0597724, 16711680, 2, 1
3.3488903, 1.0207773, 3.4038493, 1.0202889, 0, 2, 1
3.3488903, 1.0344485, 3.4038493, 1.0341679, 255, 2, 1
3.3488903, 1.0597724, 3.4038493, 1.0600526, 16711680, 2, 1
3.4038493, 1.0202889, 3.6661072, 1.0179622, 0, 2, 1
3.4038493, 1.0341679, 3.6661072, 1.0328289, 255, 2, 1
3.4038493, 1.0600526, 3.6661072, 1.061396, 16711680, 2, 1
3.6661072, 1.0179622, 3.6748709, 1.0179619, 0, 2, 1
3.6748709, 1.0179619, 3.7239291, 1.0179602, 0, 2, 1
3.6661072, 1.0179622, 3.8396011, 1.0164286, 0, 2, 1
3.6661072, 1.0328289, 3.8396011, 1.0319415, 255, 2, 1
3.6661072, 1.061396, 3.8396011, 1.0622907, 16711680, 2, 1
3.8396011, 1.0164286, 3.8983122, 1.0159103, 0, 2, 1
3.8396011, 1.0319415, 3.8983122, 1.0316412, 255, 2, 1
3.8396011, 1.0622907, 3.8983122, 1.0625944, 16711680, 2, 1
3.8983122, 1.0159103, 3.9522397, 1.0154327, 0, 2, 1
3.8983122, 1.0316412, 3.9522397, 1.0313663, 255, 2, 1
3.8983122, 1.0625944, 3.9522397, 1.0628764, 16711680, 2, 1
3.9522397, 1.0628764, 3.9577342, 1.0628754, 16711680, 2, 1
3.9577342, 1.0628754, 3.9933906, 1.0628692, 16711680, 2, 1
3.9933906, 1.0628692, 4.1062509, 1.0628609, 16711680, 2, 1
3.9933906, 1.0628692, 4.0002167, 1.0628685, 16711680, 2, 1
4.0002167, 1.0628685, 4.0380768, 1.0628647, 16711680, 2, 1
4.0380768, 1.0628647, 4.1189141, 1.0628595, 16711680, 2, 1
3.9522397, 1.0154327, 3.9650088, 1.0153192, 0, 2, 1
3.9522397, 1.0313663, 3.9650088, 1.0313014, 255, 2, 1
3.9522397, 1.0628764, 3.9650088, 1.0629437, 16711680, 2, 1
3.9650088, 1.0153192, 4.0156071, 1.0148695, 0, 2, 1
3.9650088, 1.0313014, 4.0156071, 1.0310446, 255, 2, 1
3.9650088, 1.0629437, 4.0156071, 1.0632114, 16711680, 2, 1
4.0156071, 1.0148695, 4.0281869, 1.0147577, 0, 2, 1
4.0156071, 1.0310446, 4.0281869, 1.0309807, 255, 2, 1
4.0156071, 1.0632114, 4.0281869, 1.0632781, 16711680, 2, 1
4.0281869, 1.0632781, 4.0339791, 1.0632771, 16711680, 2, 1
4.0339791, 1.0632771, 4.0364834, 1.0632767, 16711680, 2, 1
4.0364834, 1.0632767, 4.0431368, 1.0632756, 16711680, 2, 1
4.0431368, 1.0632756, 4.1120446, 1.0632695, 16711680, 2, 1
4.1120446, 1.0632695, 4.1856461, 1.0632665, 16711680, 2, 1
4.0431368, 1.0632756, 4.1079526, 1.0632724, 16711680, 2, 1
4.1079526, 1.0632724, 4.1480157, 1.0632712, 16711680, 2, 1
4.1480157, 1.0632712, 4.2388939, 1.0632683, 16711680, 2, 1
4.1079526, 1.0632724, 4.1086112, 1.0632724, 16711680, 2, 1
4.0281869, 1.0147577, 4.1515752, 1.0136585, 0, 2, 1
4.0281869, 1.0309807, 4.1515752, 1.0303561, 255, 2, 1
4.0281869, 1.0632781, 4.1515752, 1.0639379, 16711680, 2, 1
4.1515752, 1.0136585, 4.2181169, 1.0130659, 0, 2, 1
4.1515752, 1.0303561, 4.2181169, 1.0300194, 255, 2, 1
4.1515752, 1.0639379, 4.2181169, 1.0642953, 16711680, 2, 1
4.2181169, 1.0130659, 4.2191169, 1.013061, 0, 2, 1
4.2181169, 1.0300194, 4.2191169, 1.0300075, 255, 2, 1
4.2181169, 1.0642953, 4.2191169, 1.0643107, 16711680, 2, 1
